#,"Nice, and you are:",Ethnic Group Code,Monthly Household Income,District Code,Tertiary Institute,Tertiary_Other,What's the name of the tertiary institute?,"I have a certain amount of intelligence, and I can't really do much to change it.",My intelligence is something that I cannot change very much.,"I believe that no matter who you are, you can significantly change your intelligence level.",I believe that you can't really change how intelligent you are.,I believe that you can always substantially change how intelligent you are.,"You can learn new things, but you can't really change your basic intelligence.","No matter how much intelligence you have, whether high or low, you can always change it to quite a degree.",I can change even my basic intelligence level considerably.,"People have a certain amount of talent, and you can't really do much to change it.",Your talent is something you can't change very much.,"No matter who you are, you can significantly change your level of talent.","To be honest, you can't really change how much talent you have.",You can always substantially change how much talent you have.,"I can learn new things, but I can't really change my basic level of talent.","No matter how much talent you have, you can always change it quite a bit.",You can change even your basic talent level considerably.,I can make unpopular or difficult decisions that affect other people if necessary.,I don't think of myself as a strong person when dealing with life's challenges and difficulties.,"Under pressure, I stay focused and think clearly.","I prefer to take the lead in solving problems, rather than letting others make all the decisions.",I feel in control of my life.,I try to see the funny side of things when I am faced with problems.,"Good or bad, I believe that most things happen for a reason.",I don't believe that I can achieve my goals if there are problems.,"I work to attain my goals, no matter what problems I encounter along the way.",Having to cope with stress can make me stronger.,"On a whole, I am satisfied with myself.","At times, I think I'm no good at all.",I feel that I have a number of good qualities.,I am able to do things as well as most people.,I feel I do not have much to be proud of.,I certainly feel useless at times.,"I feel that I'm a person of worth, at least on an equal plane with others.",I wish I could have more respect for myself.,"All in all, I am inclined to feel that I am a failure.",I take a positive attitude towards myself.,I can always manage to solve difficult problems if I try hard enough.,"If someone opposes me, I can find means and ways to get what I want.",It is easy for me to stick to my aims and accomplish my goals.,I am confident that I can efficiently deal with unexpected events.,"Thanks to my resourcefulness, I know how to handle unforeseen situations.",I can solve most problems if I invest the necessary effort.,I can remain calm when facing difficulties because I can rely on my coping abilities.,"When I am confronted with a problem, I can usually find several solutions.","If I'm in a bind, I can usually think of something to do.","No matter what comes my way, I'm usually able to handle it.",It's fun to learn about unfamiliar subjects.,It's fascinating to learn new information.,I enjoy exploring new ideas.,"If I get to learn something new, I like to find out more.",It's fun to discuss abstract concepts.,I paint an interesting picture of the future for my group.,I'm always seeking new opportunities for my group.,I inspire my group with my plan for the future.,I have a clear understanding of where we are going.,I'm able to get others committed to my dream.,I would describe myself as someone who actively seeks as much information as I can in a new situation.,"When I am participating in an activity, I tend to get so involved that I lose track of time.",I frequently find myself looking for new opportunities to grow as a person.,I am <strong>not</strong> the type of person who probes deeply into new situations or things.,"When I am actively interested in something, it takes a great deal to interrupt me.",My friends would describe me as someone who is 'extremely intense' when in the middle of doing something.,"Everywhere I go, I am out looking for new things or experiences.",I am able to finish all my work during a set amount of time.,I know all the tasks I have to accomplish for the day.,I am able to plan and set goals for my projects.,I can set aside distractions and focus on what I am doing.,I set up a schedule for tasks and projects to be done.,I am sensitive to what others are not saying.,I am aware of what others imply but do not say.,I understand how others feel.,I listen for more than just the spoken words.,I assure others that I will remember what they say.,I summarise points of agreement and disagreement when appropriate.,I keep track of points others make.,I assure others that I am listening by using verbal acknowledgements.,I assure others that I am receptive to their ideas.,I ask questions that show my understanding of others' positions.,"I show others that I am listening through my body language (e.g. head nods, eye contact)",I am able to finish all my work during a set amount of time.,I know all the tasks I have to accomplish for the day.,I am able to plan and set goals for my projects.,I can set aside distractions and focus on what I am doing.,I set up a schedule for tasks and projects to be done.,How much do you contribute ideas/information/resources?,How participatory are you?,What is your typical standard of work quality?,How well do you manage your time?,How much do you support the team?,How prepared are you usually?,How do you participate in group problem solving?,How aware are you of the team dynamics and your impact on the team?,How supportive are you in a team?,How flexible are you between roles?,How self-reflective are you?,Score,Start Date (UTC),Submit Date (UTC),Network ID
745022af5a5c862eb8c8f966fc25e84b,Female,3,"$3,000 to $4,999",14,ITE,,ITE College East,3,3,5,4,4,4,5,5,4,3,4,4,4,5,4,4,5,3,3,5,4,5,6,3,5,4,4,5,5,5,3,5,4,5,4,4,5,5,3,4,5,5,4,5,4,5,5,6,5,6,4,4,5,5,4,5,5,4,4,4,5,4,5,4,4,5,4,4,5,5,5,5,4,4,4,4,4,4,5,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,"I tend to procrastinate, meaning others may have to adjust deadlines or work responsibilities.",I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I consistently bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I occasionally know how to gauge my own impact on the group and I'm somewhat aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",9,2018-03-02 09:55:34,2018-03-02 10:09:49,cf641545a1
2c92f52a0a4723a034f188039654822b,Female,9,"Below $1,000",16,Junior College,,Victoria Junior College,5,5,4,3,5,4,5,4,5,5,5,4,4,5,4,4,5,5,5,4,4,5,5,3,6,6,6,3,5,5,3,3,5,5,3,6,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,4,6,6,6,6,6,5,5,5,5,5,5,5,6,7,6,6,,,,,,I freely share ideas information and resources.,I can be relied on to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I routinely use time well to ensure that things are done on time.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I consistently bring needed materials and come ready to work.,"I consistently participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contributions of others.",I consistently know how to gauge my own impact on the group and am routinely aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",11,2018-03-02 09:57:52,2018-03-02 10:06:07,d76fa3c60b
4340936601890437f481181ac62ce753,Female,9,"Below $1,000",28,Polytechnic,,Singapore Polytechnic,4,3,4,3,5,5,4,2,2,1,7,1,6,3,5,6,5,1,5,4,5,4,3,3,4,5,4,5,5,4,3,6,5,6,4,2,5,5,3,5,4,6,5,4,5,5,6,7,7,7,7,5,5,4,5,3,5,6,5,3,7,5,5,2,5,6,5,4,5,6,6,6,7,6,6,6,6,6,6,,,,,,I freely share ideas information and resources.,I can be relied on to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I consistently participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contributions of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",11,2018-03-02 08:43:09,2018-03-02 09:50:27,9ee47f22b0
e5ed684b88d26fa4b023a30ee7a18c92,Female,9,"$3,000 to $4,999",20,Junior College,,Victoria JC,3,2,6,2,6,2,5,7,5,5,4,5,3,5,3,3,6,2,6,6,6,6,6,2,7,7,6,3,7,7,2,2,7,3,1,7,7,5,7,7,6,6,6,7,7,7,6,7,7,6,5,5,7,6,5,5,7,7,7,6,7,7,7,5,6,7,7,7,3,5,5,5,5,7,6,7,6,7,7,,,,,,I freely share ideas information and resources.,I sometimes make an effort to participate and remain engaged when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I represent the team and the work of fellow group members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",9,2018-03-02 08:43:19,2018-03-02 09:00:53,039531bd48
e7bf5f1f578567e6646706daa95a45c7,Male,9,"$15,000 to $16,999",16,Polytechnic,,Singapore Polytechnic,3,3,6,1,7,3,5,6,5,3,5,2,5,3,5,5,7,3,5,6,4,6,5,3,6,6,6,2,5,6,2,4,6,3,2,6,5,6,5,5,5,6,5,6,4,5,4,5,5,5,5,6,5,5,5,6,3,5,4,3,4,4,7,6,6,6,6,6,7,7,3,6,4,3,5,4,5,5,7,,,,,,I freely share ideas information and resources.,I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I consistently participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contributions of others.",I consistently know how to gauge my own impact on the group and am routinely aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",10,2018-03-02 08:38:50,2018-03-02 08:50:15,b12fca1caa
cacc1bd4c5fd1e44f95bd1a88d58d33f,Male,3,"Below $1,000",25,Junior College,,Innova Junior College,5,4,4,5,4,5,5,4,5,5,4,4,3,5,4,4,5,3,4,5,4,2,4,3,5,4,5,5,5,5,3,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,2,5,3,4,5,5,4,4,5,5,4,3,5,5,5,4,5,5,5,5,5,5,,,,,,"I usually share ideas, information and resources.",I can be relied on to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I consistently participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contributions of others.",I consistently know how to gauge my own impact on the group and am routinely aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",10,2018-03-02 08:26:24,2018-03-02 08:36:41,a6c974c540
57fd54a27dfe9c376109513f466dc298,Female,3,"$15,000 to $16,999",18,Junior College,,Temasek Junior College,5,2,6,6,5,7,6,5,7,6,3,4,5,6,4,4,7,3,6,6,5,1,7,3,6,6,6,5,5,5,3,7,7,2,1,6,5,3,5,4,3,5,3,5,3,5,5,7,1,2,6,1,1,3,4,5,6,6,2,2,6,7,3,7,7,6,7,6,5,7,6,7,5,5,5,7,5,6,7,,,,,,"I usually share ideas, information and resources.",I sometimes make an effort to participate and remain engaged when a project moves away from my own immediate interests.,My work reflects my best efforts. I continuously make small changes to improve the quality of my work.,I routinely use time well to ensure that things are done on time.,Occasionally I am critical of the team or the work of fellow group members when I am in other settings.,I consistently bring needed materials and come ready to work.,"I make an effort to participate in group problem solving with an open mind. I generally share my thoughts and ideas, but I sometimes inhibit the contributions of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",9,2018-03-02 08:17:01,2018-03-02 08:26:11,d20b950b7c
21211d7819bc515f00809de35735fe30,Female,3,"$5,000 to $6,999",16,Junior College,,Victoria,6,6,3,6,4,6,3,3,7,7,2,7,3,7,2,3,3,7,2,2,2,5,5,3,6,3,6,6,3,4,6,6,4,7,7,3,3,4,4,4,4,4,4,5,4,4,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,6,6,6,6,6,6,6,6,6,6,,,,,,"I usually share ideas, information and resources.",I sometimes make an effort to participate and remain engaged when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,"I tend to procrastinate, meaning others may have to adjust deadlines or work responsibilities.",Occasionally I am critical of the team or the work of fellow group members when I am in other settings.,I usually bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I do not know how to gauge my own impact on the group and am generally unaware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.","I am uncomfortable with role flexibility, but attempt to move outside my perceived role.",I rarely engage in self-reflections after collaborative activities but tend to focus on the behaviour of others.,10,2018-03-02 07:10:53,2018-03-02 07:20:10,b239dde6fc
bb9c11b3644ee49e12c4c8d6562f134d,Female,3,"$3,000 to $4,999",19,Polytechnic,,Republic Polytechnic,3,3,5,3,6,3,6,6,1,1,6,1,7,1,7,7,7,2,5,6,5,5,7,1,7,7,5,2,6,7,2,3,7,5,2,6,6,6,6,6,6,7,5,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2,6,6,7,7,7,7,6,7,6,7,7,7,5,7,7,7,7,7,7,,,,,,"I usually share ideas, information and resources.",I can be relied on to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects my best efforts. I continuously make small changes to improve the quality of my work.,I routinely use time well to ensure that things are done on time.,I represent the team and the work of fellow group members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I consistently know how to gauge my own impact on the group and am routinely aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,I consistently use self-reflection after collaborative activities.,11,2018-03-02 07:08:13,2018-03-02 07:14:32,90c9967e37
a3a4a65fe6e88b62cd6a43eaddbef92e,Female,3,"$19,000 to $20,999",16,Polytechnic,,Temasek polytechnic,3,3,5,3,5,2,5,5,2,2,5,2,5,2,5,6,5,3,3,5,4,5,5,2,5,4,5,4,5,5,2,2,5,4,2,5,5,4,5,5,5,5,5,5,5,5,5,6,7,6,3,5,5,5,5,5,5,5,5,2,5,5,5,5,6,6,5,5,3,5,6,5,5,5,5,5,5,5,5,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects my best efforts. I continuously make small changes to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",10,2018-03-02 05:37:09,2018-03-02 05:47:10,d03248ab08
8b95e4816d8a1bb2be6cff27fdb6efa8,Female,3,"Below $1,000",19,ITE,,College east,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,"I share ideas, information and resources upon request.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,"I make an effort to bring or find materials needed to work, but often misplace things.","I make an effort to participate in group problem solving with an open mind. I generally share my thoughts and ideas, but I sometimes inhibit the contributions of others.",I occasionally know how to gauge my own impact on the group and I'm somewhat aware of team dynamics.,"I sometimes listen to, respect, acknowledge, or support the efforts of others. At times I allow conflict of personal differences to interfere with communication.","I am uncomfortable with role flexibility, but attempt to move outside my perceived role.",Self-reflection occurs after collaborative activities when prompted or reminded by others.,8,2018-03-02 05:38:11,2018-03-02 05:46:15,f5dec21285
6dc848d9ed83aa0f6549f4c92542485f,Female,3,"Below $1,000",16,ITE,,Ite East,4,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,4,5,4,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,4,4,4,5,4,3,5,5,5,5,5,5,5,,,,,,"I share ideas, information and resources upon request.",I sometimes make an effort to participate and remain engaged when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I consistently bring needed materials and come ready to work.,"I make an effort to participate in group problem solving with an open mind. I generally share my thoughts and ideas, but I sometimes inhibit the contributions of others.",I do not know how to gauge my own impact on the group and am generally unaware of team dynamics.,"I sometimes listen to, respect, acknowledge, or support the efforts of others. At times I allow conflict of personal differences to interfere with communication.","I am uncomfortable with role flexibility, but attempt to move outside my perceived role.","Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",8,2018-03-02 05:15:04,2018-03-02 05:20:18,50c6ddb09e
52112714ddeefa03279830e091bf261e,Male,3,"$3,000 to $4,999",20,ITE,,ITE college east,2,3,6,2,5,7,7,4,3,7,2,2,2,7,2,2,2,6,6,7,6,7,7,2,7,7,4,7,5,6,5,5,6,7,3,7,7,7,6,7,6,7,6,6,5,5,7,6,7,7,7,2,6,6,5,6,6,6,6,6,6,4,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,,,,,,I freely share ideas information and resources.,I sometimes make an effort to participate and remain engaged when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I consistently participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contributions of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,I consistently use self-reflection after collaborative activities.,9,2018-03-02 04:58:06,2018-03-02 05:13:30,132205828e
43a4098adca72b1658abfa45895a491d,Female,3,"$5,000 to $6,999",18,ITE,,Simei,4,3,6,2,5,3,6,6,3,3,6,3,6,4,6,6,4,4,5,3,4,5,6,4,4,4,5,5,4,4,5,3,4,4,4,4,5,3,4,2,3,4,3,4,5,4,5,6,6,6,5,5,5,3,6,4,5,6,5,4,4,3,5,5,6,3,4,4,4,4,6,6,7,5,6,5,5,5,6,,,,,,"I share ideas, information and resources upon request.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects some effort but occasionally needs to be checked and/or redone by others to ensure quality.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I make an effort to participate in group problem solving with an open mind. I generally share my thoughts and ideas, but I sometimes inhibit the contributions of others.",I occasionally know how to gauge my own impact on the group and I'm somewhat aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",7,2018-03-02 04:43:31,2018-03-02 05:01:11,34827056b5
93b12df76f08af70310d7313a7340453,Female,3,"Below $1,000",14,Polytechnic,,Republic Poly,4,4,5,4,5,3,4,4,3,3,5,3,5,5,5,5,4,3,4,5,5,5,5,3,5,5,5,3,5,5,3,3,4,4,3,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,4,5,4,5,4,5,3,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I consistently bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",9,2018-03-02 04:35:17,2018-03-02 04:57:53,b4a826c9b2
33bc63f429b0d89117505ea17da5f19d,Male,3,"$5,000 to $6,999",23,Junior College,,Jurong JC,3,2,5,3,6,4,5,5,2,3,5,5,4,5,5,5,4,3,5,5,5,5,5,5,3,4,6,3,3,5,3,1,5,2,1,6,5,5,5,5,5,5,6,6,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,2,4,5,6,6,6,5,6,3,4,4,5,5,6,5,6,6,5,5,,,,,,"I share ideas, information and resources upon request.",I tend not to participate or remain engaged when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I make an effort to participate in group problem solving with an open mind. I generally share my thoughts and ideas, but I sometimes inhibit the contributions of others.",I occasionally know how to gauge my own impact on the group and I'm somewhat aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,Self-reflection occurs after collaborative activities when prompted or reminded by others.,6,2018-03-02 02:42:32,2018-03-02 02:50:11,8140a6f922
6c8b6ee3f703512b4f4885ed0a320059,Male,9,"$9,000 to $10,999",19,ITE,,ITE CENTRAL,4,4,4,5,4,5,4,4,6,5,4,5,5,6,5,4,6,4,5,5,4,5,4,3,6,5,5,2,4,4,4,5,4,5,2,5,6,5,5,5,5,6,6,5,5,6,5,5,6,7,7,4,6,5,5,5,5,6,5,5,6,5,6,6,5,6,5,5,3,4,6,6,5,5,5,6,5,6,6,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects a strong effort. I self-monitor to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I make an effort to participate in group problem solving with an open mind. I generally share my thoughts and ideas, but I sometimes inhibit the contributions of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I usually listen to, respect, acknowledge, and support the efforts of others. I occasionally allow conflict or personal differences to interfere with communication.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,Self-reflection occurs after collaborative activities when prompted or reminded by others.,9,2018-03-02 02:23:33,2018-03-02 02:40:26,2b709acaed
ef29f59683f9dc23ac7d35ab661625cb,Male,4,"$1,000 to $2,999",22,ITE,,Ite west,6,4,7,6,6,5,6,5,7,6,4,6,7,7,7,7,6,2,6,6,5,7,7,2,6,6,6,6,5,6,4,6,6,6,6,5,6,7,3,5,5,5,5,5,3,5,7,6,6,7,6,6,4,5,5,6,6,6,5,2,6,6,6,5,5,6,6,6,5,6,6,6,6,7,6,6,6,7,6,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects my best efforts. I continuously make small changes to improve the quality of my work.,"I tend to procrastinate, meaning others may have to adjust deadlines or work responsibilities.",I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I usually bring needed materials and come ready to work.,"I make an effort to participate in group problem solving with an open mind. I generally share my thoughts and ideas, but I sometimes inhibit the contributions of others.",I occasionally know how to gauge my own impact on the group and I'm somewhat aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can assume both roles (leader and follower) but am more comfortable in one role than the other.,I consistently use self-reflection after collaborative activities.,10,2018-03-02 01:53:54,2018-03-02 02:13:35,ec6436d95c
139a96435cb787b9f91d2fa3fb74299e,Female,6,"$21,000 and above",1,Did not continue,,,5,4,6,6,5,6,6,5,6,6,6,6,6,6,6,5,6,6,5,6,5,6,5,6,6,5,6,5,6,5,6,6,5,6,7,6,6,7,6,7,5,6,7,6,5,6,4,6,7,6,5,6,5,5,6,6,6,6,6,5,5,6,7,6,7,6,7,6,5,7,6,6,6,6,6,5,5,6,5,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects my best efforts. I continuously make small changes to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I consistently bring needed materials and come ready to work.,"I consistently participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contributions of others.",I consistently know how to gauge my own impact on the group and am routinely aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,I consistently use self-reflection after collaborative activities.,10,2018-03-02 00:00:28,2018-03-02 00:05:18,54d70560cf
84dbe1947b5bb642e14cb0ca24c050bc,Female,4,"$1,000 to $2,999",18,Polytechnic,,Ngee Ann Polytechnic,3,4,5,5,5,3,4,5,5,5,3,5,4,3,4,4,4,1,3,4,4,3,7,1,1,4,4,6,5,4,5,5,6,6,5,5,5,6,4,4,4,4,6,5,4,5,6,6,6,6,6,4,5,5,6,5,4,5,4,3,4,3,4,5,5,5,5,5,6,5,5,5,5,5,5,6,6,6,6,,,,,,"I usually share ideas, information and resources.",I often make an effort to participate and remain engaged even when a project moves away from my own immediate interests.,My work reflects my best efforts. I continuously make small changes to improve the quality of my work.,I usually use time well to ensure that things are done so others do not have to adjust deadlines or work responsibilities.,I usually represent the team and the work of fellow members in a positive manner when I am in other settings.,I consistently bring needed materials and come ready to work.,"I usually participate in group problem solving with an open mind, sharing thoughts and ideas without inhibiting the contribution of others.",I often know how to gauge my own impact on the group and am generally aware of team dynamics.,"I consistently listen to, respect, acknowledge and support the efforts of others.",I can easily move between leader and follower. Assuming either role as needed to accomplish the task.,"Self-reflection usually occurs after collaborative activities, but most often when things don't go well.",10,2018-03-01 19:04:38,2018-03-01 19:19:10,574f4eec42
